지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일사(MJ/m2)
108,서울,2022-06-12 08:00,22.1,,3.1,60,1.26
108,서울,2022-06-12 09:00,24.1,,3,54,2.01
108,서울,2022-06-12 10:00,25.9,,2.8,50,2.52
108,서울,2022-06-12 11:00,27.6,,2.2,46,3.1
108,서울,2022-06-12 12:00,28.5,,1.7,45,3.17
108,서울,2022-06-12 13:00,29.9,,2.5,42,3.19
108,서울,2022-06-12 14:00,30.9,,1.7,39,3.06
108,서울,2022-06-12 15:00,30.8,,2.3,38,2.32
108,서울,2022-06-12 16:00,30.5,,2.2,42,1.76
108,서울,2022-06-12 17:00,29.2,,3.7,48,.82
108,서울,2022-06-12 18:00,27.7,,3.6,54,.47
108,서울,2022-06-12 19:00,25.9,,2.9,59,.19
108,서울,2022-06-12 20:00,24.9,,2.5,62,.05
108,서울,2022-06-12 21:00,24.1,,2.1,67,
108,서울,2022-06-12 22:00,23.5,,2,70,
108,서울,2022-06-12 23:00,22.8,,2.1,76,
108,서울,2022-06-13 00:00,22.1,,2.7,79,
108,서울,2022-06-13 01:00,21.8,,1.2,81,
108,서울,2022-06-13 02:00,21.9,,.8,79,
108,서울,2022-06-13 03:00,21.3,2.4,1.1,90,
108,서울,2022-06-13 04:00,20.3,15.5,2.2,92,
108,서울,2022-06-13 05:00,19.7,.1,1.2,84,
108,서울,2022-06-13 06:00,19.6,,1.9,91,.02
108,서울,2022-06-13 07:00,20,,2.1,92,.18
108,서울,2022-06-13 08:00,21.5,,2.8,87,.85
108,서울,2022-06-13 09:00,23.5,,3.2,73,1.76
108,서울,2022-06-13 10:00,25.5,,2.2,66,2.42
108,서울,2022-06-13 11:00,27,,2.4,58,2.79
108,서울,2022-06-13 12:00,28.7,,2.3,55,3.11
108,서울,2022-06-13 13:00,28.4,,2.7,53,2.33
108,서울,2022-06-13 14:00,28.7,0,1.4,56,2.38
108,서울,2022-06-13 15:00,27.2,,4.2,58,1.27
108,서울,2022-06-13 16:00,24,0,3.5,70,.26
108,서울,2022-06-13 17:00,25,0,3,64,1.29
108,서울,2022-06-13 18:00,25.2,,3.5,63,1.37
108,서울,2022-06-13 19:00,24.4,,3.9,64,.52
108,서울,2022-06-13 20:00,23.4,,3.2,65,.11
108,서울,2022-06-13 21:00,22.7,,2.9,61,
108,서울,2022-06-13 22:00,22,,3.7,57,
108,서울,2022-06-13 23:00,21.5,,3.4,58,
108,서울,2022-06-14 00:00,20.8,,4.1,57,
108,서울,2022-06-14 01:00,20.2,,3.8,59,
108,서울,2022-06-14 02:00,19.5,,4.1,61,
108,서울,2022-06-14 03:00,19,,4,63,
108,서울,2022-06-14 04:00,18.8,,3.6,65,
108,서울,2022-06-14 05:00,18.6,,3.8,66,
108,서울,2022-06-14 06:00,18.8,,4.2,64,.06
108,서울,2022-06-14 07:00,19.7,,4.2,61,.43
108,서울,2022-06-14 08:00,20.7,,5.7,57,1.11
108,서울,2022-06-14 09:00,22.4,,4.6,51,1.95
108,서울,2022-06-14 10:00,24.2,,4.2,48,2.78
108,서울,2022-06-14 11:00,25.8,,3.9,45,3.31
108,서울,2022-06-14 12:00,27,,3.6,43,3.5
108,서울,2022-06-14 13:00,26.8,,3.4,44,2.11
108,서울,2022-06-14 14:00,25.9,,3.7,48,1.15
108,서울,2022-06-14 15:00,25.1,,4.2,48,.81
108,서울,2022-06-14 16:00,24.2,,4.3,50,.5
108,서울,2022-06-14 17:00,23.4,,4,52,.36
108,서울,2022-06-14 18:00,22.5,,4.8,52,.32
108,서울,2022-06-14 19:00,21.5,,4.8,53,.15
108,서울,2022-06-14 20:00,20.6,,5.2,53,.04
108,서울,2022-06-14 21:00,19.8,,5.9,58,
108,서울,2022-06-14 22:00,19.3,,3.9,60,
108,서울,2022-06-14 23:00,18.8,0,3.6,63,
108,서울,2022-06-15 00:00,17.7,0,3.3,72,
108,서울,2022-06-15 01:00,17.1,0,3,78,
108,서울,2022-06-15 02:00,16.5,1.2,1.3,85,
108,서울,2022-06-15 03:00,15.9,4.7,1.8,91,
108,서울,2022-06-15 04:00,15.4,2.5,2.8,94,
108,서울,2022-06-15 05:00,15.2,.8,2.2,93,
108,서울,2022-06-15 06:00,15,.2,2.5,95,.01
108,서울,2022-06-15 07:00,15,.1,3.1,95,.1
108,서울,2022-06-15 08:00,15.3,0,3.6,95,.24
108,서울,2022-06-15 09:00,15.5,1,3.2,95,.35
108,서울,2022-06-15 10:00,15.9,.8,2.7,96,.42
108,서울,2022-06-15 11:00,16.3,3.1,2.2,96,.4
108,서울,2022-06-15 12:00,16.7,.5,2.1,96,.41
108,서울,2022-06-15 13:00,17.4,.2,2,93,.59
108,서울,2022-06-15 14:00,17.9,0,2,92,.62
108,서울,2022-06-15 15:00,18.3,1.4,2.5,93,.53
108,서울,2022-06-15 16:00,19.1,0,2.9,90,.77
108,서울,2022-06-15 17:00,19.3,0,2.2,89,.59
108,서울,2022-06-15 18:00,19.7,,1.3,89,.32
108,서울,2022-06-15 19:00,19.9,,1.5,89,.2
108,서울,2022-06-15 20:00,20,,2.5,87,.07
108,서울,2022-06-15 21:00,20,,2.1,87,
108,서울,2022-06-15 22:00,19.8,.1,2.4,92,
108,서울,2022-06-15 23:00,19.3,1.9,.5,93,
108,서울,2022-06-16 00:00,19.2,0,1.4,93,
108,서울,2022-06-16 01:00,19,.3,1.7,95,
108,서울,2022-06-16 02:00,18.6,.1,2.7,94,
108,서울,2022-06-16 03:00,18.2,0,2.3,95,
108,서울,2022-06-16 04:00,17.9,,3,94,
108,서울,2022-06-16 05:00,17.9,,2.3,95,
108,서울,2022-06-16 06:00,17.7,0,2.8,93,.01
108,서울,2022-06-16 07:00,17.8,.1,2.8,93,.18
108,서울,2022-06-16 08:00,18.1,0,2.2,92,.31
108,서울,2022-06-16 09:00,18.3,.2,2.2,91,.22
108,서울,2022-06-16 10:00,19.8,,2.1,84,1.16
108,서울,2022-06-16 11:00,21.3,,1.9,73,1.52
108,서울,2022-06-16 12:00,21.2,,2.6,77,1.05
108,서울,2022-06-16 13:00,21.8,,2.6,74,1.04
108,서울,2022-06-16 14:00,22.1,,4.1,70,.75
108,서울,2022-06-16 15:00,23.1,,3.5,64,1.43
108,서울,2022-06-16 16:00,23.9,,3.3,59,1.54
108,서울,2022-06-16 17:00,24.5,,2.7,56,1.63
108,서울,2022-06-16 18:00,24.6,,2.5,54,1.39
108,서울,2022-06-16 19:00,23.8,,2,57,.63
108,서울,2022-06-16 20:00,22.1,,2.1,67,.14
108,서울,2022-06-16 21:00,20.8,,2.7,73,
108,서울,2022-06-16 22:00,19.9,,1.2,76,
108,서울,2022-06-16 23:00,19.4,,.4,77,
108,서울,2022-06-17 00:00,18.7,,1.3,80,
108,서울,2022-06-17 01:00,18.1,,.8,80,
108,서울,2022-06-17 02:00,17.9,,.1,83,
108,서울,2022-06-17 03:00,17.3,,1.6,86,
108,서울,2022-06-17 04:00,17,,1.4,88,
108,서울,2022-06-17 05:00,16.7,,1.8,89,
108,서울,2022-06-17 06:00,16.7,,1.2,90,.07
108,서울,2022-06-17 07:00,17.9,,1,90,.41
108,서울,2022-06-17 08:00,19.5,,1.2,83,.54
108,서울,2022-06-17 09:00,20.3,,2,83,.57
108,서울,2022-06-17 10:00,21.9,,1.8,79,1.17
108,서울,2022-06-17 11:00,23.4,,2.7,72,1.62
108,서울,2022-06-17 12:00,25,,1.9,66,2.08
108,서울,2022-06-17 13:00,26.5,,2,62,3
108,서울,2022-06-17 14:00,27.8,,2.5,57,3.41
108,서울,2022-06-17 15:00,27.9,,1.4,58,1.9
108,서울,2022-06-17 16:00,27.5,,3.2,61,1.38
108,서울,2022-06-17 17:00,26.8,,3,63,1.09
108,서울,2022-06-17 18:00,26.3,,3.3,67,.48
108,서울,2022-06-17 19:00,25.6,,2.4,69,.12
108,서울,2022-06-17 20:00,25.1,,2.4,72,.02
108,서울,2022-06-17 21:00,23.8,,2.8,78,
108,서울,2022-06-17 22:00,23.2,,2.2,80,
108,서울,2022-06-17 23:00,23.1,,.9,82,
108,서울,2022-06-18 00:00,22.8,,1.2,83,
108,서울,2022-06-18 01:00,22.6,,1,85,
108,서울,2022-06-18 02:00,22.3,,1,85,
108,서울,2022-06-18 03:00,22.3,,.5,84,
108,서울,2022-06-18 04:00,22.4,,1.5,84,
108,서울,2022-06-18 05:00,22.2,,1.2,84,
108,서울,2022-06-18 06:00,22.1,,1.2,86,.06
108,서울,2022-06-18 07:00,22.5,,1,86,.39
108,서울,2022-06-18 08:00,23.2,,2.2,80,.57
108,서울,2022-06-18 09:00,23.6,,2.1,77,.55
108,서울,2022-06-18 10:00,23.9,,2.6,75,.51
108,서울,2022-06-18 11:00,24.4,,2.4,73,.69
108,서울,2022-06-18 12:00,24.5,,2.6,72,.5
108,서울,2022-06-18 13:00,24.4,,2,75,.29
108,서울,2022-06-18 14:00,24.3,,2.3,76,.38
108,서울,2022-06-18 15:00,23.7,0,2.6,81,.44
108,서울,2022-06-18 16:00,24.3,,1.4,78,.62
108,서울,2022-06-18 17:00,24.8,,.5,76,.54
108,서울,2022-06-18 18:00,25,,1.3,75,.42
108,서울,2022-06-18 19:00,24.3,,2.5,77,.08
108,서울,2022-06-18 20:00,23.2,,3,80,.03
108,서울,2022-06-18 21:00,22.9,,1.1,80,
108,서울,2022-06-18 22:00,22.7,,2.5,82,
108,서울,2022-06-18 23:00,22.6,,.7,82,
108,서울,2022-06-19 00:00,22.4,,1,82,
108,서울,2022-06-19 01:00,22.4,,1,83,
108,서울,2022-06-19 02:00,22.4,,1.8,84,
108,서울,2022-06-19 03:00,22.4,,2.8,86,
108,서울,2022-06-19 04:00,22.3,,2,87,
108,서울,2022-06-19 05:00,22.3,,1,86,
108,서울,2022-06-19 06:00,22.3,,.8,86,.01
108,서울,2022-06-19 07:00,22.5,,1.6,85,.11
108,서울,2022-06-19 08:00,22.7,,1.9,84,.17
108,서울,2022-06-19 09:00,22.9,,1.9,85,.32
108,서울,2022-06-19 10:00,23.4,,1,83,.43
108,서울,2022-06-19 11:00,23.6,,1.8,80,.44
108,서울,2022-06-19 12:00,23.7,,2.4,79,.45
108,서울,2022-06-19 13:00,24.2,,2,77,.61
108,서울,2022-06-19 14:00,24.2,,2.3,78,.4
108,서울,2022-06-19 15:00,24.2,,2.6,79,.47
108,서울,2022-06-19 16:00,24.2,,1.4,79,.36
108,서울,2022-06-19 17:00,24.9,,1.2,76,.65
108,서울,2022-06-19 18:00,24.9,,1.2,74,.41
108,서울,2022-06-19 19:00,24.7,,1.1,76,.18
108,서울,2022-06-19 20:00,24.3,,1.1,77,.05
108,서울,2022-06-19 21:00,24,,1.9,79,
108,서울,2022-06-19 22:00,23.7,,1.4,81,
108,서울,2022-06-19 23:00,23.4,,1.3,83,
108,서울,2022-06-20 00:00,23,,.9,85,
108,서울,2022-06-20 01:00,22.7,,.9,85,
108,서울,2022-06-20 02:00,22.6,,1.1,90,
108,서울,2022-06-20 03:00,22.5,,.9,90,
108,서울,2022-06-20 04:00,22.3,,.7,90,
108,서울,2022-06-20 05:00,22.2,,.8,91,
108,서울,2022-06-20 06:00,22.1,,.3,91,.04
108,서울,2022-06-20 07:00,22.5,,1,90,.27
108,서울,2022-06-20 08:00,23.3,,1.5,87,.53
108,서울,2022-06-20 09:00,24.1,,1,81,.56
108,서울,2022-06-20 10:00,24.4,,.5,78,.45
108,서울,2022-06-20 11:00,25.1,,.5,72,.62
108,서울,2022-06-20 12:00,26.3,,1.2,70,1.19
108,서울,2022-06-20 13:00,26.8,,2.3,67,1.42
108,서울,2022-06-20 14:00,28,,2.1,63,2.26
108,서울,2022-06-20 15:00,28.3,,1.6,64,1.49
108,서울,2022-06-20 16:00,28.6,,1.5,62,1.08
108,서울,2022-06-20 17:00,28.7,,1.9,61,1.19
108,서울,2022-06-20 18:00,28.8,,1.8,59,.84
108,서울,2022-06-20 19:00,28.2,,2.6,62,.53
108,서울,2022-06-20 20:00,26.8,,1.5,66,.12
108,서울,2022-06-20 21:00,25.6,,2,74,
108,서울,2022-06-20 22:00,24.8,,1.7,77,
108,서울,2022-06-20 23:00,24.2,,1.2,79,
108,서울,2022-06-21 00:00,23.7,,1.3,84,
108,서울,2022-06-21 01:00,23,,.9,85,
108,서울,2022-06-21 02:00,22.5,,.7,89,
108,서울,2022-06-21 03:00,22.1,,2.5,92,
108,서울,2022-06-21 04:00,21.8,,.6,91,
108,서울,2022-06-21 05:00,21.5,,.8,92,
108,서울,2022-06-21 06:00,21.3,,.3,92,.06
108,서울,2022-06-21 07:00,22.1,,1.1,91,.43
108,서울,2022-06-21 08:00,24.1,,1.4,84,1.13
108,서울,2022-06-21 09:00,26,,1.1,77,1.85
108,서울,2022-06-21 10:00,27.2,,2.5,68,2.46
108,서울,2022-06-21 11:00,28.8,,2.5,65,2.98
108,서울,2022-06-21 12:00,29.9,,3,59,3.38
108,서울,2022-06-21 13:00,31.4,,2,54,3.56
108,서울,2022-06-21 14:00,32.3,,3,50,3.45
108,서울,2022-06-21 15:00,32,,3.3,52,3
108,서울,2022-06-21 16:00,32.3,,3.2,53,2.65
108,서울,2022-06-21 17:00,31.8,,3.1,54,2
108,서울,2022-06-21 18:00,30.9,,2.7,55,1.36
108,서울,2022-06-21 19:00,29.2,,2.8,59,.54
108,서울,2022-06-21 20:00,27.3,,2.1,67,.09
108,서울,2022-06-21 21:00,25.9,,2.3,74,
108,서울,2022-06-21 22:00,25.1,,1.5,77,
108,서울,2022-06-21 23:00,24.6,,3.1,79,
108,서울,2022-06-22 00:00,24.1,,2.5,80,
108,서울,2022-06-22 01:00,23.8,,2.5,79,
108,서울,2022-06-22 02:00,23.1,,2.3,82,
108,서울,2022-06-22 03:00,22.4,,2.2,85,
108,서울,2022-06-22 04:00,21.9,,2,87,
108,서울,2022-06-22 05:00,22,,1.7,86,
108,서울,2022-06-22 06:00,22.2,,1.8,87,.02
108,서울,2022-06-22 07:00,22.6,,1.5,84,.18
108,서울,2022-06-22 08:00,23,,1.9,83,.28
108,서울,2022-06-22 09:00,23.9,,1.1,81,.61
108,서울,2022-06-22 10:00,26,,1.9,72,2.18
108,서울,2022-06-22 11:00,27.3,,2.5,66,2.52
108,서울,2022-06-22 12:00,28.5,,1.9,61,3.05
108,서울,2022-06-22 13:00,29,,3.2,58,2.65
108,서울,2022-06-22 14:00,30.1,,3.2,58,2.9
108,서울,2022-06-22 15:00,30.4,,3.4,54,2.84
108,서울,2022-06-22 16:00,30.7,,3.4,44,2.4
108,서울,2022-06-22 17:00,29.6,,3.8,53,1.64
108,서울,2022-06-22 18:00,28.7,,3.2,58,.79
108,서울,2022-06-22 19:00,27.7,,2.3,59,.27
108,서울,2022-06-22 20:00,26.8,,2.4,65,.06
108,서울,2022-06-22 21:00,26.1,,1.4,68,
108,서울,2022-06-22 22:00,25.4,,1.4,71,
108,서울,2022-06-22 23:00,25.2,,.4,73,
108,서울,2022-06-23 00:00,24.7,,.9,75,
108,서울,2022-06-23 01:00,24.3,,1.1,76,
108,서울,2022-06-23 02:00,23.9,,.8,75,
108,서울,2022-06-23 03:00,23.5,,.9,78,
108,서울,2022-06-23 04:00,23.7,,1.8,80,
108,서울,2022-06-23 05:00,23.7,,1.4,80,
108,서울,2022-06-23 06:00,23.7,,1.3,82,.06
108,서울,2022-06-23 07:00,24.1,,.3,81,.32
108,서울,2022-06-23 08:00,25.1,0,2,78,.53
108,서울,2022-06-23 09:00,24.7,.8,2.3,82,.21
108,서울,2022-06-23 10:00,25.1,.4,1.4,84,.48
108,서울,2022-06-23 11:00,26,,1.9,81,.74
108,서울,2022-06-23 12:00,26.4,,1.8,78,.56
108,서울,2022-06-23 13:00,25.7,3,2.3,88,.13
108,서울,2022-06-23 14:00,25,9.5,2.9,96,.05
108,서울,2022-06-23 15:00,24.7,7.8,5.4,97,.09
108,서울,2022-06-23 16:00,24.4,3.1,4.7,96,.07
108,서울,2022-06-23 17:00,24.4,1.9,4,99,.08
108,서울,2022-06-23 18:00,24.2,9.8,4.7,99,.07
108,서울,2022-06-23 19:00,24,31.4,3.4,100,.02
108,서울,2022-06-23 20:00,23.6,15.3,4.7,99,0
108,서울,2022-06-23 21:00,23.5,.1,4.2,97,
108,서울,2022-06-23 22:00,23.5,9.9,3.5,99,
108,서울,2022-06-23 23:00,23.3,8.6,4,99,
108,서울,2022-06-24 00:00,23.5,1.4,3.7,100,
108,서울,2022-06-24 01:00,23.4,14.4,3.4,100,
108,서울,2022-06-24 02:00,23,4.4,3.7,99,
108,서울,2022-06-24 03:00,22.4,.1,1.6,98,
108,서울,2022-06-24 04:00,22.1,0,1.8,99,
108,서울,2022-06-24 05:00,21.7,,2.6,97,
108,서울,2022-06-24 06:00,20.7,0,3.4,98,.01
108,서울,2022-06-24 07:00,20.8,.2,3.4,99,.08
108,서울,2022-06-24 08:00,21.3,0,2.8,99,.18
108,서울,2022-06-24 09:00,22,,2.6,98,.51
108,서울,2022-06-24 10:00,23,,3.7,92,1.07
108,서울,2022-06-24 11:00,23,,2.6,88,1.44
108,서울,2022-06-24 12:00,22.7,,3.4,88,.69
108,서울,2022-06-24 13:00,22.8,,4.1,89,.62
108,서울,2022-06-24 14:00,22.6,,4.9,91,.47
108,서울,2022-06-24 15:00,22.5,0,2.7,93,.3
108,서울,2022-06-24 16:00,23.1,,4,86,.6
108,서울,2022-06-24 17:00,24.3,,2.5,82,.82
108,서울,2022-06-24 18:00,24.8,,4.6,79,1.11
108,서울,2022-06-24 19:00,24.7,,3.7,78,.57
108,서울,2022-06-24 20:00,24.2,,4.4,81,.03
108,서울,2022-06-24 21:00,23.7,,3.7,85,
108,서울,2022-06-24 22:00,23.2,,3.8,87,
108,서울,2022-06-24 23:00,22.9,,3,86,
108,서울,2022-06-25 00:00,22.3,,2.7,88,
108,서울,2022-06-25 01:00,21.8,,3.4,90,
108,서울,2022-06-25 02:00,21.6,,3.3,90,
108,서울,2022-06-25 03:00,21.5,,1.9,90,
108,서울,2022-06-25 04:00,21.5,,2.5,89,
108,서울,2022-06-25 05:00,21.5,,2.2,90,
108,서울,2022-06-25 06:00,21.8,,2.4,89,.02
108,서울,2022-06-25 07:00,22.2,,1.6,88,.23
108,서울,2022-06-25 08:00,23,,1.5,84,.54
108,서울,2022-06-25 09:00,24.1,,1.3,83,.76
108,서울,2022-06-25 10:00,25,,1.9,81,.74
108,서울,2022-06-25 11:00,27,,2.9,75,2.18
108,서울,2022-06-25 12:00,28.8,,2,72,2.69
108,서울,2022-06-25 13:00,29.8,,3.1,71,2.51
108,서울,2022-06-25 14:00,30.3,,3.2,71,2.77
108,서울,2022-06-25 15:00,30.2,,4,71,1.71
108,서울,2022-06-25 16:00,29.7,,3.7,74,1.64
108,서울,2022-06-25 17:00,29.6,,2.7,74,.8
108,서울,2022-06-25 18:00,29,,4.6,73,.64
108,서울,2022-06-25 19:00,28.1,,4.4,71,.28
108,서울,2022-06-25 20:00,27.4,,3.6,75,.04
108,서울,2022-06-25 21:00,26.6,,4.1,81,
108,서울,2022-06-25 22:00,26.3,,3.6,81,
108,서울,2022-06-25 23:00,26.1,,2.4,82,
108,서울,2022-06-26 00:00,25.7,,2.5,84,
108,서울,2022-06-26 01:00,25.3,,3.7,86,
108,서울,2022-06-26 02:00,25.1,,2.4,84,
108,서울,2022-06-26 03:00,24.8,,2.5,83,
108,서울,2022-06-26 04:00,25,,3.3,84,
108,서울,2022-06-26 05:00,25.1,,3,86,
108,서울,2022-06-26 06:00,25.1,,2.7,86,0
108,서울,2022-06-26 07:00,25.2,,2,86,.01
108,서울,2022-06-26 08:00,25.3,,2.5,86,.03
108,서울,2022-06-26 09:00,25.4,,2.5,85,.05
108,서울,2022-06-26 10:00,25.4,,1.7,85,.07
108,서울,2022-06-26 11:00,26.1,,2.7,85,.36
108,서울,2022-06-26 12:00,26.8,,3,83,.52
108,서울,2022-06-26 13:00,27.4,,2.5,82,.78
108,서울,2022-06-26 14:00,27.6,,1.7,80,.32
108,서울,2022-06-26 15:00,28.1,,3.9,79,.25
108,서울,2022-06-26 16:00,27.8,,3.5,80,.13
108,서울,2022-06-26 17:00,27.8,,3.2,80,.21
108,서울,2022-06-26 18:00,27.6,,2.9,80,.14
108,서울,2022-06-26 19:00,27.5,,2.2,80,.1
108,서울,2022-06-26 20:00,27.3,,2.4,80,.03
108,서울,2022-06-26 21:00,27.1,,1.9,81,
108,서울,2022-06-26 22:00,27,,1.7,80,
108,서울,2022-06-26 23:00,26.9,,2.4,81,
108,서울,2022-06-27 00:00,26.9,,2.3,80,
108,서울,2022-06-27 01:00,26.6,.2,2.2,83,
108,서울,2022-06-27 02:00,26.2,.4,2.1,87,
108,서울,2022-06-27 03:00,26,0,1.9,86,
108,서울,2022-06-27 04:00,25.8,.4,.5,89,
108,서울,2022-06-27 05:00,25.4,.2,.8,90,
108,서울,2022-06-27 06:00,25.5,,1,89,0
108,서울,2022-06-27 07:00,25.7,0,1.1,89,.1
108,서울,2022-06-27 08:00,26.2,0,.8,87,.29
108,서울,2022-06-27 09:00,26.8,0,2.2,83,.4
108,서울,2022-06-27 10:00,27.2,0,2.5,81,.38
108,서울,2022-06-27 11:00,28,0,2.8,79,.63
108,서울,2022-06-27 12:00,27.8,.3,2.4,83,.51
108,서울,2022-06-27 13:00,27.6,1.6,2.5,86,.86
108,서울,2022-06-27 14:00,26.6,1.3,3.6,88,.41
108,서울,2022-06-27 15:00,26.6,.5,2.6,90,.48
108,서울,2022-06-27 16:00,26.7,.7,2.1,91,.28
108,서울,2022-06-27 17:00,26.3,.5,5.4,89,.25
108,서울,2022-06-27 18:00,26.4,0,2.4,87,.11
108,서울,2022-06-27 19:00,26.9,0,4.3,84,.04
108,서울,2022-06-27 20:00,27.1,0,4.7,81,.01
108,서울,2022-06-27 21:00,27.3,0,4.2,80,
108,서울,2022-06-27 22:00,27.3,0,4,80,
108,서울,2022-06-27 23:00,27.6,,4.2,77,
108,서울,2022-06-28 00:00,27.7,,3.2,77,
108,서울,2022-06-28 01:00,27.7,0,3.5,77,
108,서울,2022-06-28 02:00,27.5,0,4.6,77,
108,서울,2022-06-28 03:00,27.4,0,3.1,77,
108,서울,2022-06-28 04:00,27,0,6.2,80,
108,서울,2022-06-28 05:00,26.3,1.2,8.5,83,
108,서울,2022-06-28 06:00,27,0,8.6,79,.02
108,서울,2022-06-28 07:00,27.1,,7.2,78,.12
108,서울,2022-06-28 08:00,27.2,,6.8,78,.21
108,서울,2022-06-28 09:00,27.6,,6.2,76,.66
108,서울,2022-06-28 10:00,27.8,,6.7,75,.46
108,서울,2022-06-28 11:00,27.8,0,8.4,77,.41
108,서울,2022-06-28 12:00,27.7,0,7.1,77,.36
108,서울,2022-06-28 13:00,27.8,0,6.7,77,.31
108,서울,2022-06-28 14:00,27.2,0,5.8,82,.24
108,서울,2022-06-28 15:00,26.3,3.2,6.8,87,.19
108,서울,2022-06-28 16:00,26.7,,6,84,.15
108,서울,2022-06-28 17:00,26.9,,5.4,84,.12
108,서울,2022-06-28 18:00,27,0,4.2,83,.04
108,서울,2022-06-28 19:00,27.1,0,5.6,83,.04
108,서울,2022-06-28 20:00,27.2,0,5.3,81,0
108,서울,2022-06-28 21:00,26.3,.8,3.9,87,
108,서울,2022-06-28 22:00,26.8,0,3.5,82,
108,서울,2022-06-28 23:00,26.3,.3,3,85,
108,서울,2022-06-29 00:00,25.7,.8,3.5,89,
108,서울,2022-06-29 01:00,25.3,.9,3.7,93,
108,서울,2022-06-29 02:00,24.8,7.8,3.5,95,
108,서울,2022-06-29 03:00,24.8,1.3,6.1,96,
108,서울,2022-06-29 04:00,25.1,.4,8.8,95,
108,서울,2022-06-29 05:00,24.9,.9,4.2,96,
108,서울,2022-06-29 06:00,24.9,0,5.1,95,0
108,서울,2022-06-29 07:00,25,0,4.8,94,.03
108,서울,2022-06-29 08:00,25,.1,6.1,95,.09
108,서울,2022-06-29 09:00,25.2,0,5,94,.14
108,서울,2022-06-29 10:00,25.2,0,3,94,.22
108,서울,2022-06-29 11:00,25.4,0,3.4,93,.2
108,서울,2022-06-29 12:00,25.3,.5,3.2,96,.18
108,서울,2022-06-29 13:00,25.1,10.2,2.6,97,.28
108,서울,2022-06-29 14:00,25.1,0,3.2,95,.19
108,서울,2022-06-29 15:00,25.8,1.8,3.2,93,.64
108,서울,2022-06-29 16:00,25.8,.2,3.6,95,.26
108,서울,2022-06-29 17:00,25.8,.9,3.9,94,.3
108,서울,2022-06-29 18:00,26,.1,2.4,93,.25
108,서울,2022-06-29 19:00,25.8,.4,4.2,94,.12
108,서울,2022-06-29 20:00,25.3,4.7,3.4,97,.04
108,서울,2022-06-29 21:00,24.5,3.1,2.6,97,
108,서울,2022-06-29 22:00,24.5,.5,2.7,98,
108,서울,2022-06-29 23:00,24.5,1.3,1.4,98,
108,서울,2022-06-30 00:00,24.5,2.7,2.4,100,
108,서울,2022-06-30 01:00,24.4,5.8,1.5,99,
108,서울,2022-06-30 02:00,24.3,3.2,2.7,100,
108,서울,2022-06-30 03:00,23.4,2.8,1.8,99,
108,서울,2022-06-30 04:00,22.9,14.1,1.8,100,
108,서울,2022-06-30 05:00,22.7,12.3,1.2,100,
108,서울,2022-06-30 06:00,22.5,20.8,2.5,100,0
108,서울,2022-06-30 07:00,22.4,7.9,2.1,100,.02
108,서울,2022-06-30 08:00,22.4,17.6,2.1,100,.03
108,서울,2022-06-30 09:00,22.4,3.8,2.2,100,.06
108,서울,2022-06-30 10:00,22.3,8,2.2,100,.04
108,서울,2022-06-30 11:00,22.6,23.8,2.1,100,.17
108,서울,2022-06-30 12:00,23,.9,1.6,99,.5
108,서울,2022-06-30 13:00,22.9,3,3.1,100,.24
108,서울,2022-06-30 14:00,22.9,7.9,2.1,99,.24
108,서울,2022-06-30 15:00,22.5,8.2,3.6,98,.33
108,서울,2022-06-30 16:00,22.2,5.8,3.9,100,.25
108,서울,2022-06-30 17:00,21.3,11.5,4.1,100,.19
108,서울,2022-06-30 18:00,21.2,11.8,3.5,100,.19
108,서울,2022-06-30 19:00,21.2,2.2,3.2,100,.15
108,서울,2022-06-30 20:00,21.3,2.7,2.9,99,.01
108,서울,2022-06-30 21:00,21.4,1,1.9,99,
108,서울,2022-06-30 22:00,21.5,1,1.5,99,
108,서울,2022-06-30 23:00,21.7,.1,.8,99,
108,서울,2022-07-01 00:00,21.9,,1.1,99,
108,서울,2022-07-01 01:00,22.3,,1.1,99,
108,서울,2022-07-01 02:00,22.4,,1.9,99,
108,서울,2022-07-01 03:00,22.6,,.1,99,
108,서울,2022-07-01 04:00,22.9,,.9,99,
108,서울,2022-07-01 05:00,22.9,,.6,99,
108,서울,2022-07-01 06:00,23,,1.3,99,.03
108,서울,2022-07-01 07:00,23.4,,1.5,99,.21
108,서울,2022-07-01 08:00,23.9,,1.6,99,.38
108,서울,2022-07-01 09:00,25.6,,2,95,1.36
108,서울,2022-07-01 10:00,26.9,,2.7,85,2
108,서울,2022-07-01 11:00,27.6,,2.1,80,1.48
108,서울,2022-07-01 12:00,28.6,,2.2,74,2.4
108,서울,2022-07-01 13:00,29.7,,3.1,68,2.78
108,서울,2022-07-01 14:00,30.2,,3.3,65,2.43
108,서울,2022-07-01 15:00,30.6,,3.7,66,2.36
108,서울,2022-07-01 16:00,30.7,,3.5,64,2.51
108,서울,2022-07-01 17:00,30.8,,3.6,63,1.73
108,서울,2022-07-01 18:00,30,,3.1,65,1.28
108,서울,2022-07-01 19:00,29.7,,2.4,68,.43
108,서울,2022-07-01 20:00,28,,2.6,77,.15
108,서울,2022-07-01 21:00,26.9,,2.6,81,
108,서울,2022-07-01 22:00,26.2,,2,84,
108,서울,2022-07-01 23:00,25.9,,1.2,86,
